11:20:19.947 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Sending initial request...
22:05:51.632 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:51.633 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:51.633 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:51.633 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:51.633 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:51.633 [main] INFO  mybot.HealingDecisionMaker - Low HP. Healing.
22:05:51.633 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:51.633 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:51.633 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:51.633 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 52
22:05:51.633 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=11
22:05:51.633 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:05:51.633 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 15
22:05:51.633 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (1,12)
22:05:51.633 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 15
22:05:51.633 [main] INFO  mybot.Pathfinder - Moving towards (1,12)
22:05:51.633 [main] INFO  mybot.Pathfinder - Move direction:West
22:05:51.633 [main] INFO  mybot.MyBot - Turn time 476747ns
22:05:52.198 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 931
22:05:52.198 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:52.198 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,5)
22:05:52.198 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,8)
22:05:52.198 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,8)
22:05:52.198 [main] INFO  mybot.Pathfinder - Current position (1,14)
22:05:52.198 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:52.198 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:52.198 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:52.198 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:52.198 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:52.198 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:52.198 [main] INFO  mybot.HealingDecisionMaker - Low HP. Healing.
22:05:52.198 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:52.198 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:52.198 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:52.199 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 49
22:05:52.199 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=12
22:05:52.199 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:05:52.199 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 10
22:05:52.199 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (1,12)
22:05:52.199 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 10
22:05:52.199 [main] INFO  mybot.Pathfinder - Moving towards (1,12)
22:05:52.199 [main] INFO  mybot.Pathfinder - Move direction:West
22:05:52.199 [main] INFO  mybot.MyBot - Turn time 502949ns
22:05:52.757 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 935
22:05:52.758 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:52.758 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,6)
22:05:52.758 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,1)
22:05:52.758 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,8)
22:05:52.758 [main] INFO  mybot.Pathfinder - Current position (1,13)
22:05:52.758 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:52.758 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:52.758 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:52.758 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:52.758 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:52.758 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:52.758 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (1,12)
22:05:52.758 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
22:05:52.758 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
22:05:52.758 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 5
22:05:52.758 [main] INFO  mybot.Pathfinder - Moving towards (1,12)
22:05:52.758 [main] INFO  mybot.Pathfinder - Move direction:West
22:05:52.758 [main] INFO  mybot.MyBot - Turn time 800200ns
22:05:53.676 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 939
22:05:53.677 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:53.677 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,7)
22:05:53.677 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,2)
22:05:53.677 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,8)
22:05:53.677 [main] INFO  mybot.Pathfinder - Current position (1,13)
22:05:53.677 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:53.677 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:53.677 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:53.677 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:53.677 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:53.677 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:53.677 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (1,12)
22:05:53.677 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
22:05:53.677 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
22:05:53.677 [main] INFO  mybot.Pathfinder - Closest pub at (1,12), distance 6
22:05:53.677 [main] INFO  mybot.Pathfinder - Moving towards (1,12)
22:05:53.677 [main] INFO  mybot.Pathfinder - Move direction:West
22:05:53.677 [main] INFO  mybot.MyBot - Turn time 867059ns
22:05:54.573 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 943
22:05:54.573 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:54.573 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,8)
22:05:54.574 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,3)
22:05:54.574 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,7)
22:05:54.574 [main] INFO  mybot.Pathfinder - Current position (1,13)
22:05:54.574 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:54.574 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:54.574 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:54.574 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:54.574 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:54.574 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:54.574 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:54.574 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:54.574 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:54.574 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:54.574 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 68
22:05:54.574 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:54.574 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:54.574 [main] INFO  mybot.Pathfinder - Move direction:East
22:05:54.574 [main] INFO  mybot.MyBot - Turn time 457773ns
22:05:55.487 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 947
22:05:55.488 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:55.488 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,8)
22:05:55.488 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,3)
22:05:55.488 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,6)
22:05:55.488 [main] INFO  mybot.Pathfinder - Current position (1,14)
22:05:55.488 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:55.488 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:55.488 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:55.488 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:55.488 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:55.488 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:55.488 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:55.488 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:55.488 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:55.488 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:55.488 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 49
22:05:55.488 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:55.488 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:55.488 [main] INFO  mybot.Pathfinder - Move direction:East
22:05:55.488 [main] INFO  mybot.MyBot - Turn time 866457ns
22:05:56.401 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 951
22:05:56.401 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:56.401 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,8)
22:05:56.401 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,3)
22:05:56.401 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,5)
22:05:56.402 [main] INFO  mybot.Pathfinder - Current position (1,15)
22:05:56.402 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:56.402 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:56.402 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:56.402 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:56.402 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:56.402 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:56.402 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:56.402 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:56.402 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:56.402 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:56.402 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 52
22:05:56.402 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:56.402 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:56.402 [main] INFO  mybot.Pathfinder - Move direction:South
22:05:56.402 [main] INFO  mybot.MyBot - Turn time 433982ns
22:05:56.940 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 955
22:05:56.940 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:56.940 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
22:05:56.940 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,3)
22:05:56.940 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,6)
22:05:56.940 [main] INFO  mybot.Pathfinder - Current position (2,15)
22:05:56.940 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:56.940 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:56.940 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:56.941 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:56.941 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:56.941 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:56.941 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:56.941 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:56.941 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:56.941 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:56.941 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 55
22:05:56.941 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:56.941 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:56.941 [main] INFO  mybot.Pathfinder - Move direction:South
22:05:56.941 [main] INFO  mybot.MyBot - Turn time 452955ns
22:05:57.517 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 959
22:05:57.517 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:57.517 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
22:05:57.518 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,4)
22:05:57.518 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,7)
22:05:57.518 [main] INFO  mybot.Pathfinder - Current position (3,15)
22:05:57.518 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:57.518 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:57.518 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:57.518 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:57.518 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:57.518 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:57.518 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:57.518 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:57.518 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:57.518 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:57.518 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 44
22:05:57.518 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:57.518 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:57.518 [main] INFO  mybot.Pathfinder - Move direction:South
22:05:57.518 [main] INFO  mybot.MyBot - Turn time 999271ns
22:05:58.074 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 963
22:05:58.074 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:58.074 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,9)
22:05:58.074 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,5)
22:05:58.074 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,8)
22:05:58.074 [main] INFO  mybot.Pathfinder - Current position (4,15)
22:05:58.074 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:58.074 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:58.075 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:58.075 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:58.075 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:58.075 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:58.075 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:58.075 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:58.075 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:58.075 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:58.075 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 69
22:05:58.075 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:58.075 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:58.075 [main] INFO  mybot.Pathfinder - Move direction:South
22:05:58.075 [main] INFO  mybot.MyBot - Turn time 691780ns
22:05:58.622 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 967
22:05:58.622 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:58.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,9)
22:05:58.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,5)
22:05:58.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,8)
22:05:58.622 [main] INFO  mybot.Pathfinder - Current position (5,15)
22:05:58.622 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:58.622 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:58.622 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:58.622 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:58.622 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:58.622 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:58.622 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:58.622 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:58.622 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:58.622 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:58.622 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 34
22:05:58.623 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:58.623 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:58.623 [main] INFO  mybot.Pathfinder - Move direction:South
22:05:58.623 [main] INFO  mybot.MyBot - Turn time 418622ns
22:05:59.532 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 971
22:05:59.532 [main] INFO  mybot.MyBot - Creating pathfinder.
22:05:59.532 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,9)
22:05:59.532 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,5)
22:05:59.532 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,8)
22:05:59.532 [main] INFO  mybot.Pathfinder - Current position (6,15)
22:05:59.533 [main] INFO  mybot.MyBot - Choosing decision maker.
22:05:59.533 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:05:59.533 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:05:59.533 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:05:59.533 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:05:59.533 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:05:59.533 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:05:59.533 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:05:59.533 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:05:59.533 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:05:59.533 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 47
22:05:59.533 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:05:59.533 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:05:59.533 [main] INFO  mybot.Pathfinder - Move direction:East
22:05:59.533 [main] INFO  mybot.MyBot - Turn time 470121ns
22:06:00.439 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 975
22:06:00.439 [main] INFO  mybot.MyBot - Creating pathfinder.
22:06:00.439 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,10)
22:06:00.439 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,5)
22:06:00.439 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,7)
22:06:00.440 [main] INFO  mybot.Pathfinder - Current position (6,16)
22:06:00.440 [main] INFO  mybot.MyBot - Choosing decision maker.
22:06:00.440 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:06:00.440 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:06:00.440 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:06:00.440 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:06:00.440 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:06:00.440 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:06:00.440 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:06:00.440 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:06:00.440 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:06:00.440 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 34
22:06:00.440 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:06:00.440 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:06:00.440 [main] INFO  mybot.Pathfinder - Move direction:South
22:06:00.440 [main] INFO  mybot.MyBot - Turn time 842062ns
22:06:01.325 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 979
22:06:01.325 [main] INFO  mybot.MyBot - Creating pathfinder.
22:06:01.325 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,11)
22:06:01.325 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,5)
22:06:01.325 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,6)
22:06:01.325 [main] INFO  mybot.Pathfinder - Current position (7,16)
22:06:01.325 [main] INFO  mybot.MyBot - Choosing decision maker.
22:06:01.325 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:06:01.325 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:06:01.326 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:06:01.326 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:06:01.326 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:06:01.326 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:06:01.326 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:06:01.326 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:06:01.326 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:06:01.326 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 33
22:06:01.326 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:06:01.326 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:06:01.326 [main] INFO  mybot.Pathfinder - Move direction:South
22:06:01.326 [main] INFO  mybot.MyBot - Turn time 620103ns
22:06:02.206 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 983
22:06:02.206 [main] INFO  mybot.MyBot - Creating pathfinder.
22:06:02.206 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,11)
22:06:02.207 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,5)
22:06:02.207 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,5)
22:06:02.207 [main] INFO  mybot.Pathfinder - Current position (8,16)
22:06:02.207 [main] INFO  mybot.MyBot - Choosing decision maker.
22:06:02.207 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:06:02.207 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:06:02.207 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:06:02.207 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:06:02.207 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:06:02.207 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:06:02.207 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:06:02.207 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:06:02.207 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:06:02.207 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 28
22:06:02.207 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:06:02.207 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:06:02.207 [main] INFO  mybot.Pathfinder - Move direction:South
22:06:02.207 [main] INFO  mybot.MyBot - Turn time 714970ns
22:06:03.085 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 987
22:06:03.085 [main] INFO  mybot.MyBot - Creating pathfinder.
22:06:03.085 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
22:06:03.085 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,5)
22:06:03.085 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,5)
22:06:03.085 [main] INFO  mybot.Pathfinder - Current position (9,16)
22:06:03.085 [main] INFO  mybot.MyBot - Choosing decision maker.
22:06:03.085 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:06:03.085 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:06:03.085 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:06:03.085 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:06:03.085 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:06:03.085 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:06:03.085 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:06:03.085 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:06:03.085 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:06:03.085 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 15
22:06:03.085 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
22:06:03.085 [main] INFO  mybot.Pathfinder - Moving towards (12,16)
22:06:03.085 [main] INFO  mybot.Pathfinder - Move direction:South
22:06:03.085 [main] INFO  mybot.MyBot - Turn time 394227ns
22:06:03.767 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 991
22:06:03.767 [main] INFO  mybot.MyBot - Creating pathfinder.
22:06:03.767 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
22:06:03.767 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,5)
22:06:03.767 [main] INFO  mybot.Pathfinder - Adding threats from hero at (15,5)
22:06:03.767 [main] INFO  mybot.Pathfinder - Current position (10,16)
22:06:03.767 [main] INFO  mybot.MyBot - Choosing decision maker.
22:06:03.767 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:06:03.767 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:06:03.767 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:06:03.767 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:06:03.768 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:06:03.768 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:06:03.768 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:06:03.768 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:06:03.768 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:06:03.768 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (12,16), distance 10
22:06:03.768 [main] INFO  mybot.Pathfinder - Heading to closest mine at (12,16)
